Title,Location,Organisation Chain,Bid Opening Place,Work Description,Tender Value in ₹,Product Category,Sub category,Pincode,Tender Reference Number,Tender ID,Tender Type,Tender Category,EMD Payable To,EMD Payable At,Awarded Value,Contract Date :,Contract Value :,
Construction of Retaining wall and Road for Mian Pokhari in W. no.-10,Chandabali NAC,Municipal Bodies||Chandbali NAC,"Chandabali NAC, Chandabali.",Construction of Retaining wall and Road for Mian Pokhari in W. no.-10,"15,00,000",Civil Works - Others,NA,756133,CN/05 /2022-23,2023_ORULB_86019_33,Open Tender,Works,Nil,Nil,"1,275,571.92",23-Apr-2023,"INR 1,275,571.92",
"Repair and Restoration of C.C Road leading from Charana Sahoo House towards Jhumpan Pokhari in WN 02, Kamakhya Nagar NAC",Kamakhyanagar NAC,Municipal Bodies||Kamakhyanagar NAC,Kamakhyanagar NAC,"Repair and Restoration of C.C Road leading from Charana Sahoo House towards Jhumpan Pokhari in WN 02, Kamakhya Nagar NAC","5,53,600",Civil Works - Others,NA,759018,KNR-NAC-01/2022-23,2023_ORULB_85230_15,Open Tender,Works,Nil,Nil,"398,865",20-Apr-2023,"INR 398,865",
"Periodical Maintenance of Thanachhak Deula PWD road to Bagrukhi Manisha Pokhari Via- Dehurda Chhaka, Gobardhanpur Road for the year 2022-23.",Jaleswar,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,"R.W.Division, Jaleswar","Periodical Maintenance of Thanachhak Deula PWD road to Bagrukhi Manisha Pokhari Via- Dehurda Chhaka, Gobardhanpur Road for the year 2022-23.","8,92,610",Civil Works - Roads,NA,756086,TCN No.01/22-23,2022_CERWI_79128_1,Open Tender,Works,Nil,Nil,"758,807",28-Jul-2022,"INR 892,610",
New Installation and Energisation including power supply work of Pokharia-I and Pokharia-II LIP under Rairangpur block in Mayurbhanj District,Karanjia,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Karanjia,Karanjia,New Construction of Head works Distribution System and energization including Power supply work of Pokharia-I and Pokharia-II LIP under Rairangpur block in Mayurbhanj District,"66,85,369",Civil Works - Lift Irrigation Schemes,NA,757037,e-Procurement Notice Bid ID 15 EELID (KJA/2020-21),2021_OLIC_74544_72,National Competitive Bid,Works,Nil,Nil,"6,685,369.11",21-Mar-2022,"INR 6,685,369.11",
New Installation and Energisation including power supply work of NB Pokharia-II LIP under Bisoi block in Mayurbhanj District,Karanjia,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Karanjia,Karanjia,New Construction of Head works Distribution System and energization including Power supply work of NB Pokharia-II LIP under Bisoi block in Mayurbhanj District,"23,41,645",Civil Works - Lift Irrigation Schemes,NA,757037,e-Procurement Notice Bid ID 15 EELID (KJA/2020-21),2021_OLIC_74544_14,National Competitive Bid,Works,Nil,Nil,"2,341,645.04",17-Mar-2022,"INR 2,341,645.04",
New Installation and Energisation including power supply work of Pokharia LIP under Tiring block in Mayurbhanj District,Karanjia,Orissa Lift Irrigation Corporation||LI BALASORE||LI Division Karanjia,Karanjia,New Construction of Head works Distribution System and energisation including Power supply work of Pokharia LIP under Tiring block in Mayurbhanj District,"24,07,333",Civil Works - Lift Irrigation Schemes,NA,757037,e-Procurement Notice Bid ID 15 EELID (KJA/2020-21),2021_OLIC_74544_107,National Competitive Bid,Works,Nil,Nil,"2,407,332.58",21-Mar-2022,"INR 2,407,332.58",
Improvement to Rengali Irrigation Project Guest House Road and restoration of road from Panitanki Colony to over head tank at SBTS for the year 2022-23.,Samal,CE and BM Brahmani Basin Samal,"Office of the Superintending Engineer, HWD, Samal",Improvement to Rengali Irrigation Project Guest House Road and restoration of road from Panitanki Colony to over head tank at SBTS for the year 2022-23.,"12,62,973",Civil Works - Roads,Road,759037,SE-HWD-14/2022-23,2023_CEBBS_85871_1,Open Tender,Works,Nil,Nil,"1,073,653.35",02-Mar-2023,"INR 1,073,653.348",
Repair and Restoration of Batagram Chitrarekha Pond to Putina Via- Chakeisab and Naradiha U.P.School road for the year 2022-23,Jaleswar,CE RW I||RWCIRCLE-BALASORE||RWDIVISION-JALESWAR,"Rural Works Division, Jaleswar",Road Work,"5,21,814",Civil Works - Roads,NA,756086,SE/RW/Jls- 04/2022-23,2022_CERWI_83508_30,Open Tender,Works,Nil,Nil,"443,594",16-Feb-2023,"INR 521,814",
"Repair, Renovation and Restoration (RRR) of Siriguda MIP (water body) in Gudari block of Rayagada District under PMKSY-HKKP for 2022-23",Gudari,"CE,Minor Irrigation,BBSR||SE,KBK Minor Irr.CircleII,Jeypore||EE M.I. Division Rayagada","O/o E.E, M.I Division, Rayagada","Repair, Renovation and Restoration (RRR) of Siriguda MIP (water body) in Gudari block of Rayagada District under PMKSY-HKKP for 2022-23","49,34,686",Civil Works - Roads,NA,765026,15/MID RGD/2022-23,2022_CEMIB_84351_1,National Competitive Bid,Works,Nil,Nil,"4,194,977",17-Mar-2023,"INR 4,194,977",
Construction of bathing ghat in RFB of river Badanadi near village Benipalli.,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","S.E., Bhanjanagar Irrigation Division, Bhanjanagar",Construction of bathing ghat in RFB of river Badanadi near village Benipalli.,"4,98,160",Civil Works - Others,NA,761126,e- BNID-13/2022-23,2023_CEBMB_86030_9,Open Tender,Works,Nil,Nil,"423,486",26-Mar-2023,"INR 423,486",
Construction of bathing ghat in RFB of river Badanadi near village Sanadodanga.,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","S.E., Bhanjanagar Irrigation Division, Bhanjanagar",Construction of bathing ghat in RFB of river Badanadi near village Sanadodanga.,"9,95,968",Civil Works - Others,NA,761126,e- BNID-13/2022-23,2023_CEBMB_86030_8,Open Tender,Works,Nil,Nil,"846,673",26-Mar-2023,"INR 846,673",
Construction of bathing ghat in RFB of river Badanadi near village Turumu.,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","S.E., Bhanjanagar Irrigation Division, Bhanjanagar",Construction of bathing ghat in RFB of river Badanadi near village Turumu.,"4,92,605",Civil Works - Others,NA,761126,e- BNID-13/2022-23,2023_CEBMB_86030_5,Open Tender,Works,Nil,Nil,"492,605",25-Mar-2023,"INR 492,605",
Construction of bathing ghat in RFB of river Badanadi near village Mandar.,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","S.E., Bhanjanagar Irrigation Division, Bhanjanagar",Construction of bathing ghat in RFB of river Badanadi near village Mandar.,"4,98,160",Civil Works - Others,NA,761126,e- BNID-13/2022-23,2023_CEBMB_86030_4,Open Tender,Works,Nil,Nil,"423,486",25-Mar-2023,"INR 423,486",
Construction of bathing ghat in RFB of river Loharakhandi near village Bhanjanagar.,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","S.E., Bhanjanagar Irrigation Division, Bhanjanagar",Construction of bathing ghat in RFB of river Loharakhandi near village Bhanjanagar.,"4,92,605",Civil Works - Others,NA,761126,e- BNID-13/2022-23,2023_CEBMB_86030_3,Open Tender,Works,Nil,Nil,"418,764",25-Mar-2023,"INR 418,764",
Construction of bathing ghat in RFB of river Rushikulya near village Sundarapalli.,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","S.E., Bhanjanagar Irrigation Division, Bhanjanagar",Construction of bathing ghat in RFB of river Rushikulya near village Sundarapalli.,"4,96,435",Civil Works - Others,NA,761111,e- BNID-13/2022-23,2023_CEBMB_86030_25,Open Tender,Works,Nil,Nil,"422,019",28-Mar-2023,"INR 422,019",
Construction of bathing ghat in RFB of river Rushikulya near village Pankalabadi.,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","S.E., Bhanjanagar Irrigation Division, Bhanjanagar",Construction of bathing ghat in RFB of river Rushikulya near village Pankalabadi.,"4,95,976",Civil Works - Others,NA,761111,e- BNID-13/2022-23,2023_CEBMB_86030_21,Open Tender,Works,Nil,Nil,"421,629",28-Mar-2023,"INR 421,629",
Construction of bathing ghat in RFB of river Nandini near village Bakilikana.,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","S.E., Bhanjanagar Irrigation Division, Bhanjanagar",Construction of bathing ghat in RFB of river Nandini near village Bakilikana.,"4,91,331",Civil Works - Others,NA,761111,e- BNID-13/2022-23,2023_CEBMB_86030_14,Open Tender,Works,Nil,Nil,"417,681",27-Mar-2023,"INR 417,681",
Construction of spurs including launching apron and packing on RFB of River Rushikulya in between village Nandika and Putiapadar.,Hinjili,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Construction of spurs including launching apron and packing on RFB of River Rushikulya in between village Nandika and Putiapadar.,"3,28,85,491",Civil Works - Others,NA,761102,"ACE,RBB-29/2022-23",2022_CEBMB_83098_4,National Competitive Bid,Works,Nil,Nil,"31,244,505",28-Dec-2022,"INR 31,244,505",
Improvement to RFB of river Rushikulya near village Nuagada under Sorada Block.,Sorada,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o Additional CE, RB Basin, Berhampur",Improvement to RFB of river Rushikulya near village Nuagada under Sorada Block.,"4,23,41,372",Civil Works - Others,NA,761108,"ACE,RBB-28/2022-23",2022_CEBMB_82842_3,National Competitive Bid,Works,Nil,Nil,"35,994,400.47",16-Dec-2022,"INR 35,994,400",
Construction of bathing ghat on RFB of river Badanadi near village Dhepasahi,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Construction of bathing ghat on RFB of river Badanadi near village Dhepasahi,"4,23,160",Civil Works - Others,NA,761126,e-BNID-08/2022-23,2022_CEBMB_82808_9,Open Tender,Works,Nil,Nil,"423,160",22-Jan-2023,"INR 423,160",
Providing bathing ghat in RFB of river Nandini near village B.Berhampur,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Providing bathing ghat in RFB of river Nandini near village B.Berhampur,"2,70,319",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_57,Open Tender,Works,Nil,Nil,"229,798",29-Jan-2023,"INR 229,798",
Providing 2 nos of bathing steps in RFB of river Baghua near village Haridapadar,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Providing 2 nos of bathing steps in RFB of river Baghua near village Haridapadar,"11,32,481",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_56,Open Tender,Works,Nil,Nil,"962,722",29-Jan-2023,"INR 962,722",
"Improvement to RFB of river Rushikulya D/S of HL bridge, Cheramaria",Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar","Improvement to RFB of river Rushikulya D/S of HL bridge, Cheramaria","8,21,227",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_55,Open Tender,Works,Nil,Nil,"698,125",29-Jan-2023,"INR 698,125",
Construction of bathing ghat on RFB of river Rushikulya near U/S of village Sundarapalli,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Construction of bathing ghat on RFB of river Rushikulya near U/S of village Sundarapalli,"7,54,819",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_47,Open Tender,Works,Nil,Nil,"641,672",29-Jan-2023,"INR 641,672",
"Restoration to RFB of river Rushikulya near village Bharatapalli, D/S of School.",Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar","Restoration to RFB of river Rushikulya near village Bharatapalli, D/S of School.","26,79,147",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_46,Open Tender,Works,Nil,Nil,"2,277,543",29-Jan-2023,"INR 2,277,543",
Construction of bathing ghat on RFB of river Baghua near village Humuki,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Construction of bathing ghat on RFB of river Baghua near village Humuki,"5,72,509",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_44,Open Tender,Works,Nil,Nil,"486,690",29-Jan-2023,"INR 486,690",
Construction of bathing ghat on RFB of river Baghua near village Dhayakana.,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Construction of bathing ghat on RFB of river Baghua near village Dhayakana.,"5,72,249",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_42,Open Tender,Works,Nil,Nil,"486,469",29-Jan-2023,"INR 486,469",
Improvement to RFB of river Baghua D/S of village Humuki.,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Improvement to RFB of river Baghua D/S of village Humuki.,"5,79,137",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_41,Open Tender,Works,Nil,Nil,"492,324",29-Jan-2023,"INR 492,324",
Construction of bathing ghat on RFB of river Baghua near village Mathetentulia,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Construction of bathing ghat on RFB of river Baghua near village Mathetentulia,"5,71,568",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_40,Open Tender,Works,Nil,Nil,"485,890",29-Jan-2023,"INR 485,890",
Construction of bathing ghat on RFB of river Baghua near village Hatiota,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Construction of bathing ghat on RFB of river Baghua near village Hatiota,"5,71,637",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_38,Open Tender,Works,Nil,Nil,"485,949",29-Jan-2023,"INR 485,949",
Construction of bathing ghat on RFB of river Baghua near village Balichhai,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Construction of bathing ghat on RFB of river Baghua near village Balichhai,"5,72,378",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_36,Open Tender,Works,Nil,Nil,"486,579",28-Jan-2023,"INR 486,579",
Renovation of step on RFB of river Jorou near Section Office(newkhilabadi),Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Renovation of step on RFB of river Jorou near Section Office(newkhilabadi),"6,04,528",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_34,Open Tender,Works,Nil,Nil,"513,909",28-Jan-2023,"INR 513,909",
Construction of bathing ghat on RFB of river Rushikulya in front of School at Tatabali,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Construction of bathing ghat on RFB of river Rushikulya in front of School at Tatabali,"6,00,729",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_31,Open Tender,Works,Nil,Nil,"510,680",27-Jan-2023,"INR 510,680",
Construction of bathing ghat on RFB of river Rushikulya at Nuagada Harizansahi,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Construction of bathing ghat on RFB of river Rushikulya at Nuagada Harizansahi,"5,79,553",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_30,Open Tender,Works,Nil,Nil,"492,678",23-Jan-2023,"INR 492,678",
Construction of step on RFB of river Rushikulya near Sri Pudugeswar Temple and Additional steps near gauge post,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Construction of step on RFB of river Rushikulya near Sri Pudugeswar Temple and Additional steps near gauge post,"5,62,639",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_27,Open Tender,Works,Nil,Nil,"478,299",23-Jan-2023,"INR 478,299",
Construction of bathing ghat on RFB of river Rushikulya near Suramani Swapneswar Temple,Aska,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Construction of bathing ghat on RFB of river Rushikulya near Suramani Swapneswar Temple,"6,31,920",Civil Works - Others,NA,761111,e-BNID-08/2022-23,2022_CEBMB_82808_26,Open Tender,Works,Nil,Nil,"537,195",23-Jan-2023,"INR 537,195",
Improvement to RFB of River Badanadi from village Khukundia,Bhanjanagar,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Bhanjanagar Irrigation Divn Bhanjanagar","SE, BhanjanagarIrr. Divn., Bhanjanagar",Improvement to RFB of River Badanadi from village Khukundia,"20,32,290",Civil Works - Others,NA,761126,e-BNID-08/2022-23,2022_CEBMB_82808_18,Open Tender,Works,Nil,Nil,"1,727,650",23-Jan-2023,"INR 1,727,650",
Improvement to RFB of river Rushikulya near Kabiraj Sahi of Sorada Town.,Soroda,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Improvement to RFB of river Rushikulya near Kabiraj Sahi of Sorada Town.,"5,32,06,273",Civil Works - Others,NA,761108,"ACE,RBB-24/2022-23",2022_CEBMB_82096_2,National Competitive Bid,Works,Nil,Nil,"45,230,652.36",28-Dec-2022,"INR 45,230,652",
Improvement to RFB of river Rushikulya near village Mundamarei.,Dharakota,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Improvement to RFB of river Rushikulya near village Mundamarei.,"8,21,84,983",Civil Works - Others,NA,761107,"ACE,RBB-23/2022-23",2022_CEBMB_82074_1,National Competitive Bid,Works,Nil,Nil,"69,865,454.04",21-Apr-2023,"INR 69,865,454",
Improvement to RFB of river Nandini near village Bakilikana.,Sheragada,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Improvement to RFB of river Nandini near village Bakilikana.,"2,49,21,138",Civil Works - Others,NA,761106,"ACE,RBB-22/2022-23",2022_CEBMB_81622_3,National Competitive Bid,Works,Nil,Nil,"21,185,459.26",25-Nov-2022,"INR 21,185,459",
Improvement to RFB of river Nandini near village Sheragada,Sheragada,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Improvement to RFB of river Nandini near village Sheragada,"2,65,19,414",Civil Works - Others,NA,761106,"ACE,RBB-22/2022-23",2022_CEBMB_81622_2,National Competitive Bid,Works,Nil,Nil,"22,544,153.60",25-Nov-2022,"INR 22,544,154",
Improvement to RFB of river Nandini near village Dengapadar,Sheragada,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Improvement to RFB of river Nandini near village Dengapadar,"4,84,75,464",Civil Works - Others,NA,761106,"ACE,RBB-22/2022-23",2022_CEBMB_81622_1,National Competitive Bid,Works,Nil,Nil,"41,208,991.88",16-Dec-2022,"INR 41,208,992",
Restoration and Raising to RFB of river Ghodahada near village Balarampur.,Digapahandi,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","O/o the Additional CE, RB Basin, Berhampur",Restoration and Raising to RFB of river Ghodahada near village Balarampur.,"1,20,08,786",Civil Works - Others,NA,761012,"ACE,RBB-10/2022-23",2022_CEBMB_80085_4,National Competitive Bid,Works,Nil,Nil,"10,208,669",07-Dec-2022,"INR 10,208,669",
